uuid,Part_SKU,Supplier_Delay_Days,Component_Failure_Rate,Inventory_Levels,Unit_Cost
dedb0720-1fe9-0841-7523-a21f64171877,CHS-05,12,0.024,0,1457
1652d4cc-8f00-5bfc-ee67-3d4163800942,ENG-01,22,0.055,659,4526
1652d4cc-8f00-5bfc-ee67-3d4163800942,TRN-02,11,0.06,1945,2706
1652d4cc-8f00-5bfc-ee67-3d4163800942,HYD-03,19,0.035,2063,1154
1652d4cc-8f00-5bfc-ee67-3d4163800942,ELEC-04,21,0.062,2930,804
1652d4cc-8f00-5bfc-ee67-3d4163800942,CHS-05,14,0.036,1574,1488
6b0b7f18-025e-e2f4-8c24-4fb367006471,ENG-01,13,0.051,1098,4235
6b0b7f18-025e-e2f4-8c24-4fb367006471,TRN-02,19,0.064,1049,2962
6b0b7f18-025e-e2f4-8c24-4fb367006471,HYD-03,16,0.03,320,1111
6b0b7f18-025e-e2f4-8c24-4fb367006471,ELEC-04,14,0.062,1919,863
6b0b7f18-025e-e2f4-8c24-4fb367006471,CHS-05,9,0.024,754,1380
2116e1a3-c376-5e5c-0cff-8d4adab036dc,ENG-01,14,0.086,0,4380
2116e1a3-c376-5e5c-0cff-8d4adab036dc,TRN-02,13,0.043,0,2805
2116e1a3-c376-5e5c-0cff-8d4adab036dc,HYD-03,19,0.05,1974,1128
2116e1a3-c376-5e5c-0cff-8d4adab036dc,ELEC-04,15,0.06,12,818
2116e1a3-c376-5e5c-0cff-8d4adab036dc,CHS-05,18,0.048,0,1382
b41d0d9e-497d-3f31-81ab-cabd0008df63,ENG-01,22,0.054,621,4177
b41d0d9e-497d-3f31-81ab-cabd0008df63,TRN-02,13,0.063,42,2750
b41d0d9e-497d-3f31-81ab-cabd0008df63,HYD-03,10,0.036,138,1056
b41d0d9e-497d-3f31-81ab-cabd0008df63,ELEC-04,22,0.055,775,782
b41d0d9e-497d-3f31-81ab-cabd0008df63,CHS-05,21,0.023,697,1420
f7649fd6-c6c1-85c6-9a76-83a5472b46c3,ENG-01,15,0.077,0,4295
f7649fd6-c6c1-85c6-9a76-83a5472b46c3,TRN-02,13,0.057,4464,3054
f7649fd6-c6c1-85c6-9a76-83a5472b46c3,HYD-03,15,0.036,53,1139
f7649fd6-c6c1-85c6-9a76-83a5472b46c3,ELEC-04,23,0.052,0,819
f7649fd6-c6c1-85c6-9a76-83a5472b46c3,CHS-05,12,0.036,0,1451
9db6c62b-cd2c-8647-a174-298b2172ec31,ENG-01,14,0.072,1601,4655
9db6c62b-cd2c-8647-a174-298b2172ec31,TRN-02,16,0.061,2112,2928
9db6c62b-cd2c-8647-a174-298b2172ec31,HYD-03,8,0.022,0,1169
9db6c62b-cd2c-8647-a174-298b2172ec31,ELEC-04,4,0.063,0,880
9db6c62b-cd2c-8647-a174-298b2172ec31,CHS-05,11,0.021,0,1507
44cb0967-0db4-8175-ad78-8fecfb8e0ae8,ENG-01,20,0.064,3507,4091
44cb0967-0db4-8175-ad78-8fecfb8e0ae8,TRN-02,18,0.049,1743,2607
44cb0967-0db4-8175-ad78-8fecfb8e0ae8,HYD-03,19,0.021,113,1074
44cb0967-0db4-8175-ad78-8fecfb8e0ae8,ELEC-04,13,0.065,603,802
44cb0967-0db4-8175-ad78-8fecfb8e0ae8,CHS-05,13,0.017,1602,1324
a169749d-2659-acb9-c394-c96d7c542786,ENG-01,20,0.076,2730,4138
a169749d-2659-acb9-c394-c96d7c542786,TRN-02,21,0.036,1140,2662
a169749d-2659-acb9-c394-c96d7c542786,HYD-03,25,0.028,1082,1037
a169749d-2659-acb9-c394-c96d7c542786,ELEC-04,16,0.041,0,798
a169749d-2659-acb9-c394-c96d7c542786,CHS-05,12,0.022,0,1355
3c002084-5f45-0952-71f4-4ac85be81b6a,ENG-01,20,0.058,225,4049
3c002084-5f45-0952-71f4-4ac85be81b6a,TRN-02,15,0.04,1172,2817
3c002084-5f45-0952-71f4-4ac85be81b6a,HYD-03,16,0.042,0,1110
3c002084-5f45-0952-71f4-4ac85be81b6a,ELEC-04,7,0.079,56,830
3c002084-5f45-0952-71f4-4ac85be81b6a,CHS-05,20,0.021,0,1374
cdcabecf-94b5-c317-9fe2-6bd28c41bd7c,ENG-01,15,0.08,243,4529
cdcabecf-94b5-c317-9fe2-6bd28c41bd7c,TRN-02,13,0.05,0,2948
cdcabecf-94b5-c317-9fe2-6bd28c41bd7c,HYD-03,13,0.028,489,1157
cdcabecf-94b5-c317-9fe2-6bd28c41bd7c,ELEC-04,7,0.053,360,847
cdcabecf-94b5-c317-9fe2-6bd28c41bd7c,CHS-05,16,0.041,1318,1477
8acdca3c-abc2-3f1c-5851-43d6546b5304,ENG-01,17,0.07,1527,4178
8acdca3c-abc2-3f1c-5851-43d6546b5304,TRN-02,18,0.049,0,2761
8acdca3c-abc2-3f1c-5851-43d6546b5304,HYD-03,18,0.046,107,1047
8acdca3c-abc2-3f1c-5851-43d6546b5304,ELEC-04,9,0.07,1346,806
8acdca3c-abc2-3f1c-5851-43d6546b5304,CHS-05,6,0.035,1722,1404
c4e0fbd5-004a-4e20-9c55-812e59e6b6b8,ENG-01,15,0.075,0,4118
c4e0fbd5-004a-4e20-9c55-812e59e6b6b8,TRN-02,21,0.056,576,2752
c4e0fbd5-004a-4e20-9c55-812e59e6b6b8,HYD-03,22,0.046,0,1083
c4e0fbd5-004a-4e20-9c55-812e59e6b6b8,ELEC-04,16,0.046,2046,810
c4e0fbd5-004a-4e20-9c55-812e59e6b6b8,CHS-05,14,0.016,0,1499
0f470e84-2ea7-15bb-c0fb-55b17f8cb170,ENG-01,13,0.06,951,4570
0f470e84-2ea7-15bb-c0fb-55b17f8cb170,TRN-02,17,0.058,0,2825
0f470e84-2ea7-15bb-c0fb-55b17f8cb170,HYD-03,15,0.022,0,1091
0f470e84-2ea7-15bb-c0fb-55b17f8cb170,ELEC-04,21,0.065,0,804
0f470e84-2ea7-15bb-c0fb-55b17f8cb170,CHS-05,14,0.035,0,1411
2c86dc59-cc48-ba81-82f6-5ce3e0adfe20,ENG-01,11,0.058,244,3951
2c86dc59-cc48-ba81-82f6-5ce3e0adfe20,TRN-02,15,0.037,0,2763
2c86dc59-cc48-ba81-82f6-5ce3e0adfe20,HYD-03,13,0.05,0,1045
2c86dc59-cc48-ba81-82f6-5ce3e0adfe20,ELEC-04,23,0.057,528,786
2c86dc59-cc48-ba81-82f6-5ce3e0adfe20,CHS-05,19,0.042,1843,1361
b3efa969-43f8-4e2f-22e4-b6858e7bea40,ENG-01,9,0.075,262,4020
b3efa969-43f8-4e2f-22e4-b6858e7bea40,TRN-02,15,0.037,0,2708
b3efa969-43f8-4e2f-22e4-b6858e7bea40,HYD-03,18,0.032,2675,1082
b3efa969-43f8-4e2f-22e4-b6858e7bea40,ELEC-04,13,0.079,486,779
b3efa969-43f8-4e2f-22e4-b6858e7bea40,CHS-05,7,0.019,963,1323
525ac1ef-32e7-1f78-83b7-4805dd033b34,ENG-01,6,0.068,1673,4322
525ac1ef-32e7-1f78-83b7-4805dd033b34,TRN-02,4,0.053,1776,3133
525ac1ef-32e7-1f78-83b7-4805dd033b34,HYD-03,16,0.055,1014,1195
525ac1ef-32e7-1f78-83b7-4805dd033b34,ELEC-04,13,0.054,2074,878
525ac1ef-32e7-1f78-83b7-4805dd033b34,CHS-05,2,0.023,2227,1471
54c404e5-812e-28eb-ed9c-4f57e9bc34d5,ENG-01,21,0.071,102,4384
54c404e5-812e-28eb-ed9c-4f57e9bc34d5,TRN-02,23,0.051,0,2836
54c404e5-812e-28eb-ed9c-4f57e9bc34d5,HYD-03,12,0.03,258,1082
54c404e5-812e-28eb-ed9c-4f57e9bc34d5,ELEC-04,14,0.055,109,807
54c404e5-812e-28eb-ed9c-4f57e9bc34d5,CHS-05,14,0.013,0,1434
9df9fe56-054a-77a1-e8c5-e45b1961d192,ENG-01,13,0.059,0,4310
9df9fe56-054a-77a1-e8c5-e45b1961d192,TRN-02,11,0.067,1169,2860
9df9fe56-054a-77a1-e8c5-e45b1961d192,HYD-03,10,0.05,1260,1141
9df9fe56-054a-77a1-e8c5-e45b1961d192,ELEC-04,20,0.057,0,825
9df9fe56-054a-77a1-e8c5-e45b1961d192,CHS-05,11,0.05,829,1466
937b137e-09fd-8c8f-1cf1-2bab5e6ecdb8,ENG-01,17,0.063,1628,4361
937b137e-09fd-8c8f-1cf1-2bab5e6ecdb8,TRN-02,18,0.047,2625,2509
937b137e-09fd-8c8f-1cf1-2bab5e6ecdb8,HYD-03,15,0.02,3649,1138
937b137e-09fd-8c8f-1cf1-2bab5e6ecdb8,ELEC-04,14,0.067,2548,798
937b137e-09fd-8c8f-1cf1-2bab5e6ecdb8,CHS-05,10,0.045,3474,1375
f5a17aa2-75df-db7b-58c0-2e6cc04bea49,ENG-01,19,0.085,5112,4552
f5a17aa2-75df-db7b-58c0-2e6cc04bea49,TRN-02,15,0.03,5021,2602
f5a17aa2-75df-db7b-58c0-2e6cc04bea49,HYD-03,15,0.06,0,1092
f5a17aa2-75df-db7b-58c0-2e6cc04bea49,ELEC-04,8,0.067,0,803
f5a17aa2-75df-db7b-58c0-2e6cc04bea49,CHS-05,18,0.02,4382,1435
1b3af688-d30c-4416-880e-bc3b6a4a855a,ENG-01,13,0.06,374,4519
1b3af688-d30c-4416-880e-bc3b6a4a855a,TRN-02,3,0.062,0,2875
1b3af688-d30c-4416-880e-bc3b6a4a855a,HYD-03,14,0.055,778,1200
1b3af688-d30c-4416-880e-bc3b6a4a855a,ELEC-04,14,0.041,716,809
1b3af688-d30c-4416-880e-bc3b6a4a855a,CHS-05,6,0.032,1204,1423
a9b3355e-5e72-8db8-b979-880b29e4a36f,ENG-01,14,0.066,3192,4545
a9b3355e-5e72-8db8-b979-880b29e4a36f,TRN-02,14,0.046,0,2864
a9b3355e-5e72-8db8-b979-880b29e4a36f,HYD-03,15,0.04,0,1186
a9b3355e-5e72-8db8-b979-880b29e4a36f,ELEC-04,18,0.046,1029,811
a9b3355e-5e72-8db8-b979-880b29e4a36f,CHS-05,13,0.043,1046,1464
cc6c12de-799a-e90e-791d-e2ba142529eb,ENG-01,11,0.084,0,4143
cc6c12de-799a-e90e-791d-e2ba142529eb,TRN-02,13,0.067,1819,2685
cc6c12de-799a-e90e-791d-e2ba142529eb,HYD-03,15,0.039,0,1055
cc6c12de-799a-e90e-791d-e2ba142529eb,ELEC-04,11,0.055,0,800
cc6c12de-799a-e90e-791d-e2ba142529eb,CHS-05,12,0.047,0,1407
ca8b5456-a1a0-474b-4bbc-e82d977566b6,ENG-01,9,0.051,1572,4474
ca8b5456-a1a0-474b-4bbc-e82d977566b6,TRN-02,10,0.068,1233,3091
ca8b5456-a1a0-474b-4bbc-e82d977566b6,HYD-03,8,0.056,42,1186
ca8b5456-a1a0-474b-4bbc-e82d977566b6,ELEC-04,15,0.061,0,890
ca8b5456-a1a0-474b-4bbc-e82d977566b6,CHS-05,8,0.011,2110,1491
e1e852a3-b682-34fe-e1fa-200776d3035d,ENG-01,12,0.056,1642,4323
e1e852a3-b682-34fe-e1fa-200776d3035d,TRN-02,16,0.031,0,2491
e1e852a3-b682-34fe-e1fa-200776d3035d,HYD-03,14,0.041,130,1070
e1e852a3-b682-34fe-e1fa-200776d3035d,ELEC-04,14,0.059,1076,798
e1e852a3-b682-34fe-e1fa-200776d3035d,CHS-05,8,0.02,3209,1396
27d2765b-0975-8fa2-b334-2a2a10871b50,ENG-01,21,0.058,326,4096
27d2765b-0975-8fa2-b334-2a2a10871b50,TRN-02,12,0.03,0,2446
27d2765b-0975-8fa2-b334-2a2a10871b50,HYD-03,22,0.038,5,1041
27d2765b-0975-8fa2-b334-2a2a10871b50,ELEC-04,22,0.061,0,770
27d2765b-0975-8fa2-b334-2a2a10871b50,CHS-05,11,0.044,264,1367
d28d2679-be77-f626-8794-ddac72b85aa4,ENG-01,6,0.072,1529,4307
d28d2679-be77-f626-8794-ddac72b85aa4,TRN-02,7,0.044,2500,2661
d28d2679-be77-f626-8794-ddac72b85aa4,HYD-03,14,0.052,1978,1103
d28d2679-be77-f626-8794-ddac72b85aa4,ELEC-04,15,0.046,624,769
d28d2679-be77-f626-8794-ddac72b85aa4,CHS-05,14,0.043,352,1368
c4362696-349a-386f-e707-51d59408ff12,ENG-01,24,0.059,602,4100
c4362696-349a-386f-e707-51d59408ff12,TRN-02,21,0.045,825,2639
c4362696-349a-386f-e707-51d59408ff12,HYD-03,17,0.027,1078,1042
c4362696-349a-386f-e707-51d59408ff12,ELEC-04,14,0.055,16,776
c4362696-349a-386f-e707-51d59408ff12,CHS-05,15,0.05,0,1361
c7bcc0fe-f9e5-3596-4e96-7b5b90c8103e,ENG-01,11,0.074,0,4520
c7bcc0fe-f9e5-3596-4e96-7b5b90c8103e,TRN-02,4,0.055,3160,2829
c7bcc0fe-f9e5-3596-4e96-7b5b90c8103e,HYD-03,8,0.035,0,1158
c7bcc0fe-f9e5-3596-4e96-7b5b90c8103e,ELEC-04,2,0.061,0,819
c7bcc0fe-f9e5-3596-4e96-7b5b90c8103e,CHS-05,4,0.032,0,1471
33417669-f6a4-9430-43a4-02e229c99867,ENG-01,11,0.052,2562,4012
33417669-f6a4-9430-43a4-02e229c99867,TRN-02,21,0.052,618,2721
33417669-f6a4-9430-43a4-02e229c99867,HYD-03,14,0.049,1354,1069
33417669-f6a4-9430-43a4-02e229c99867,ELEC-04,23,0.046,1127,786
33417669-f6a4-9430-43a4-02e229c99867,CHS-05,22,0.021,398,1424
fd477f22-9efc-f1bb-f3aa-1ea508edd8a7,ENG-01,23,0.086,825,4488
fd477f22-9efc-f1bb-f3aa-1ea508edd8a7,TRN-02,14,0.035,0,2886
fd477f22-9efc-f1bb-f3aa-1ea508edd8a7,HYD-03,14,0.051,947,1142
fd477f22-9efc-f1bb-f3aa-1ea508edd8a7,ELEC-04,12,0.049,0,801
fd477f22-9efc-f1bb-f3aa-1ea508edd8a7,CHS-05,17,0.04,309,1440
59035574-8a8b-fca1-84f4-fbfce09c0a9d,ENG-01,8,0.087,818,4321
59035574-8a8b-fca1-84f4-fbfce09c0a9d,TRN-02,9,0.053,542,2908
59035574-8a8b-fca1-84f4-fbfce09c0a9d,HYD-03,21,0.06,1320,1121
59035574-8a8b-fca1-84f4-fbfce09c0a9d,ELEC-04,18,0.055,0,810
59035574-8a8b-fca1-84f4-fbfce09c0a9d,CHS-05,11,0.046,0,1420
cf1e817c-6e96-4d92-8e65-021cfc31d470,ENG-01,2,0.079,0,4494
cf1e817c-6e96-4d92-8e65-021cfc31d470,TRN-02,14,0.049,1256,2983
cf1e817c-6e96-4d92-8e65-021cfc31d470,HYD-03,4,0.045,0,1180
cf1e817c-6e96-4d92-8e65-021cfc31d470,ELEC-04,16,0.078,2502,858
cf1e817c-6e96-4d92-8e65-021cfc31d470,CHS-05,15,0.041,0,1514
e9214437-4c9c-1e03-7e7d-19108490a053,ENG-01,18,0.07,526,4236
e9214437-4c9c-1e03-7e7d-19108490a053,TRN-02,12,0.064,1234,2853
e9214437-4c9c-1e03-7e7d-19108490a053,HYD-03,21,0.049,2864,1142
e9214437-4c9c-1e03-7e7d-19108490a053,ELEC-04,11,0.059,0,797
e9214437-4c9c-1e03-7e7d-19108490a053,CHS-05,8,0.015,65,1415
600266f9-f81f-5e7b-8dba-474644b62442,ENG-01,6,0.058,0,4271
600266f9-f81f-5e7b-8dba-474644b62442,TRN-02,15,0.069,263,2768
600266f9-f81f-5e7b-8dba-474644b62442,HYD-03,13,0.053,0,1101
600266f9-f81f-5e7b-8dba-474644b62442,ELEC-04,14,0.041,343,781
600266f9-f81f-5e7b-8dba-474644b62442,CHS-05,14,0.048,0,1368
b01d6832-ca57-5272-8c43-f32782534ccf,ENG-01,22,0.076,0,4335
b01d6832-ca57-5272-8c43-f32782534ccf,TRN-02,18,0.033,0,2804
b01d6832-ca57-5272-8c43-f32782534ccf,HYD-03,11,0.04,26,1109
b01d6832-ca57-5272-8c43-f32782534ccf,ELEC-04,11,0.077,0,809
b01d6832-ca57-5272-8c43-f32782534ccf,CHS-05,11,0.036,2332,1460
8497d4c2-0dd2-ec94-63f0-9be8b1109ca5,ENG-01,24,0.06,245,4191
8497d4c2-0dd2-ec94-63f0-9be8b1109ca5,TRN-02,14,0.061,1622,2848
8497d4c2-0dd2-ec94-63f0-9be8b1109ca5,HYD-03,16,0.027,265,1032
8497d4c2-0dd2-ec94-63f0-9be8b1109ca5,ELEC-04,25,0.064,496,794
8497d4c2-0dd2-ec94-63f0-9be8b1109ca5,CHS-05,16,0.042,0,1347
9d073403-0deb-0de5-60d4-ee673b2d9a62,ENG-01,10,0.082,0,4261
9d073403-0deb-0de5-60d4-ee673b2d9a62,TRN-02,10,0.049,0,2661
9d073403-0deb-0de5-60d4-ee673b2d9a62,HYD-03,18,0.045,41,1077
9d073403-0deb-0de5-60d4-ee673b2d9a62,ELEC-04,13,0.058,1894,792
9d073403-0deb-0de5-60d4-ee673b2d9a62,CHS-05,15,0.035,0,1441
e4c13e6d-0b84-e293-6cb2-6e927224dd3d,ENG-01,18,0.074,2324,4347
e4c13e6d-0b84-e293-6cb2-6e927224dd3d,TRN-02,14,0.057,111,2799
e4c13e6d-0b84-e293-6cb2-6e927224dd3d,HYD-03,21,0.055,2145,1098
e4c13e6d-0b84-e293-6cb2-6e927224dd3d,ELEC-04,22,0.051,0,795
e4c13e6d-0b84-e293-6cb2-6e927224dd3d,CHS-05,9,0.046,938,1417
e2596183-4d02-2909-57f8-f1ad221fc687,ENG-01,21,0.06,0,4139
e2596183-4d02-2909-57f8-f1ad221fc687,TRN-02,18,0.033,0,2847
e2596183-4d02-2909-57f8-f1ad221fc687,HYD-03,18,0.057,1659,1048
e2596183-4d02-2909-57f8-f1ad221fc687,ELEC-04,14,0.049,0,799
e2596183-4d02-2909-57f8-f1ad221fc687,CHS-05,21,0.011,0,1351
971651d6-a186-f027-5ecf-cb57542c1501,ENG-01,17,0.083,0,4063
971651d6-a186-f027-5ecf-cb57542c1501,TRN-02,11,0.048,1431,2691
971651d6-a186-f027-5ecf-cb57542c1501,HYD-03,11,0.028,1008,1101
971651d6-a186-f027-5ecf-cb57542c1501,ELEC-04,25,0.058,737,750
971651d6-a186-f027-5ecf-cb57542c1501,CHS-05,15,0.048,1052,1367
05df53f2-61cf-6d93-5831-c159d6e532b8,ENG-01,18,0.069,0,4345
05df53f2-61cf-6d93-5831-c159d6e532b8,TRN-02,15,0.069,1463,2915
05df53f2-61cf-6d93-5831-c159d6e532b8,HYD-03,9,0.032,1145,1110
05df53f2-61cf-6d93-5831-c159d6e532b8,ELEC-04,13,0.074,1227,880
05df53f2-61cf-6d93-5831-c159d6e532b8,CHS-05,22,0.018,0,1456
40c5dca3-7778-8291-6a42-b77ac350c500,ENG-01,15,0.086,0,4525
40c5dca3-7778-8291-6a42-b77ac350c500,TRN-02,15,0.03,967,2849
40c5dca3-7778-8291-6a42-b77ac350c500,HYD-03,11,0.053,0,1171
40c5dca3-7778-8291-6a42-b77ac350c500,ELEC-04,13,0.073,1184,880
40c5dca3-7778-8291-6a42-b77ac350c500,CHS-05,10,0.035,0,1527
b18c7459-8cdf-2352-8e1e-95b7037ad238,ENG-01,16,0.08,0,4323
b18c7459-8cdf-2352-8e1e-95b7037ad238,TRN-02,16,0.059,0,2602
b18c7459-8cdf-2352-8e1e-95b7037ad238,HYD-03,25,0.046,1496,1076
b18c7459-8cdf-2352-8e1e-95b7037ad238,ELEC-04,12,0.059,811,753
b18c7459-8cdf-2352-8e1e-95b7037ad238,CHS-05,20,0.045,2953,1399
9de8e0fe-2e00-de33-cce2-5ffc201f012c,ENG-01,22,0.055,1454,4229
9de8e0fe-2e00-de33-cce2-5ffc201f012c,TRN-02,10,0.037,0,2781
9de8e0fe-2e00-de33-cce2-5ffc201f012c,HYD-03,15,0.06,805,1073
9de8e0fe-2e00-de33-cce2-5ffc201f012c,ELEC-04,13,0.059,1667,821
9de8e0fe-2e00-de33-cce2-5ffc201f012c,CHS-05,19,0.012,0,1429
5210d722-05e2-3068-fe1a-0a28a093dc7b,ENG-01,15,0.085,1031,4300
5210d722-05e2-3068-fe1a-0a28a093dc7b,TRN-02,19,0.068,0,2709
5210d722-05e2-3068-fe1a-0a28a093dc7b,HYD-03,6,0.026,0,1062
5210d722-05e2-3068-fe1a-0a28a093dc7b,ELEC-04,17,0.067,2317,780
5210d722-05e2-3068-fe1a-0a28a093dc7b,CHS-05,10,0.036,0,1392
cb86ab12-7836-66e5-bf75-88aafeb36b17,ENG-01,10,0.088,0,4326
cb86ab12-7836-66e5-bf75-88aafeb36b17,TRN-02,17,0.032,2052,2691
cb86ab12-7836-66e5-bf75-88aafeb36b17,HYD-03,23,0.025,2031,1093
cb86ab12-7836-66e5-bf75-88aafeb36b17,ELEC-04,17,0.074,1035,818
cb86ab12-7836-66e5-bf75-88aafeb36b17,CHS-05,13,0.031,400,1471
dcdf02e8-1e85-0be7-55bd-109cc543555e,ENG-01,2,0.067,0,4541
dcdf02e8-1e85-0be7-55bd-109cc543555e,TRN-02,13,0.05,1729,2951
dcdf02e8-1e85-0be7-55bd-109cc543555e,HYD-03,6,0.057,2444,1131
dcdf02e8-1e85-0be7-55bd-109cc543555e,ELEC-04,7,0.062,0,842
dcdf02e8-1e85-0be7-55bd-109cc543555e,CHS-05,2,0.03,0,1516
da99e850-70f6-8646-6336-f1be031f5eae,ENG-01,12,0.07,0,3964
da99e850-70f6-8646-6336-f1be031f5eae,TRN-02,24,0.037,1431,2747
da99e850-70f6-8646-6336-f1be031f5eae,HYD-03,20,0.044,1698,1063
da99e850-70f6-8646-6336-f1be031f5eae,ELEC-04,20,0.074,0,795
da99e850-70f6-8646-6336-f1be031f5eae,CHS-05,12,0.038,0,1311
fc03ccdc-d788-1e2c-46fe-c63bc7b94fb9,ENG-01,10,0.071,3229,4287
fc03ccdc-d788-1e2c-46fe-c63bc7b94fb9,TRN-02,16,0.058,4115,2510
fc03ccdc-d788-1e2c-46fe-c63bc7b94fb9,HYD-03,17,0.021,3006,1116
fc03ccdc-d788-1e2c-46fe-c63bc7b94fb9,ELEC-04,17,0.071,3459,768
fc03ccdc-d788-1e2c-46fe-c63bc7b94fb9,CHS-05,7,0.021,2546,1372
f57337b9-f74f-79f2-2252-b37d99a4bb38,ENG-01,11,0.069,2410,4269
f57337b9-f74f-79f2-2252-b37d99a4bb38,TRN-02,8,0.064,3489,2552
f57337b9-f74f-79f2-2252-b37d99a4bb38,HYD-03,12,0.054,907,1136
f57337b9-f74f-79f2-2252-b37d99a4bb38,ELEC-04,6,0.041,1435,796
f57337b9-f74f-79f2-2252-b37d99a4bb38,CHS-05,16,0.022,1781,1409
9aac7e1c-03d3-4c1f-d2b4-247423afde8e,ENG-01,11,0.07,3962,4290
9aac7e1c-03d3-4c1f-d2b4-247423afde8e,TRN-02,21,0.069,536,2947
9aac7e1c-03d3-4c1f-d2b4-247423afde8e,HYD-03,18,0.037,0,1143
9aac7e1c-03d3-4c1f-d2b4-247423afde8e,ELEC-04,19,0.077,1165,847
9aac7e1c-03d3-4c1f-d2b4-247423afde8e,CHS-05,14,0.046,0,1411
cbab46db-e228-3ae6-9e6c-f4bffa3c0e60,ENG-01,22,0.057,172,4285
cbab46db-e228-3ae6-9e6c-f4bffa3c0e60,TRN-02,12,0.065,746,2660
cbab46db-e228-3ae6-9e6c-f4bffa3c0e60,HYD-03,11,0.033,118,1073
cbab46db-e228-3ae6-9e6c-f4bffa3c0e60,ELEC-04,21,0.07,558,770
cbab46db-e228-3ae6-9e6c-f4bffa3c0e60,CHS-05,19,0.021,0,1380
ba15571e-e761-751a-2d02-8af30de5dc61,ENG-01,20,0.087,0,4070
ba15571e-e761-751a-2d02-8af30de5dc61,TRN-02,24,0.036,75,2598
ba15571e-e761-751a-2d02-8af30de5dc61,HYD-03,16,0.048,0,1080
ba15571e-e761-751a-2d02-8af30de5dc61,ELEC-04,16,0.043,0,781
ba15571e-e761-751a-2d02-8af30de5dc61,CHS-05,15,0.044,1233,1310
070f05b6-6210-a7d9-8402-99d00acab93c,ENG-01,22,0.087,428,4367
070f05b6-6210-a7d9-8402-99d00acab93c,TRN-02,11,0.064,0,2747
070f05b6-6210-a7d9-8402-99d00acab93c,HYD-03,22,0.034,0,1167
070f05b6-6210-a7d9-8402-99d00acab93c,ELEC-04,17,0.055,0,760
070f05b6-6210-a7d9-8402-99d00acab93c,CHS-05,19,0.019,0,1412
f8e4a2ff-b0ff-dd9a-2734-e745394231ab,ENG-01,13,0.055,0,4500
f8e4a2ff-b0ff-dd9a-2734-e745394231ab,TRN-02,9,0.063,0,2769
f8e4a2ff-b0ff-dd9a-2734-e745394231ab,HYD-03,12,0.057,2126,1120
f8e4a2ff-b0ff-dd9a-2734-e745394231ab,ELEC-04,20,0.08,0,814
f8e4a2ff-b0ff-dd9a-2734-e745394231ab,CHS-05,17,0.039,294,1452
54a34efb-3dd3-289b-e53b-7c34f9e9c2fb,ENG-01,19,0.07,0,4346
54a34efb-3dd3-289b-e53b-7c34f9e9c2fb,TRN-02,14,0.058,1044,2609
54a34efb-3dd3-289b-e53b-7c34f9e9c2fb,HYD-03,19,0.043,0,1109
54a34efb-3dd3-289b-e53b-7c34f9e9c2fb,ELEC-04,19,0.076,1336,751
54a34efb-3dd3-289b-e53b-7c34f9e9c2fb,CHS-05,8,0.046,0,1387
5694ba7d-7cb6-9dbb-3656-8bad7503517a,ENG-01,13,0.083,1493,4703
5694ba7d-7cb6-9dbb-3656-8bad7503517a,TRN-02,10,0.063,0,2836
5694ba7d-7cb6-9dbb-3656-8bad7503517a,HYD-03,6,0.03,1973,1168
5694ba7d-7cb6-9dbb-3656-8bad7503517a,ELEC-04,11,0.062,440,805
5694ba7d-7cb6-9dbb-3656-8bad7503517a,CHS-05,9,0.047,37,1514
8f7ecc38-7310-8c73-e934-c5a17f1dc2a4,ENG-01,16,0.082,112,4447
8f7ecc38-7310-8c73-e934-c5a17f1dc2a4,TRN-02,11,0.056,944,3108
8f7ecc38-7310-8c73-e934-c5a17f1dc2a4,HYD-03,6,0.027,1382,1169
8f7ecc38-7310-8c73-e934-c5a17f1dc2a4,ELEC-04,7,0.066,0,829
8f7ecc38-7310-8c73-e934-c5a17f1dc2a4,CHS-05,14,0.011,51,1477
5a06586f-ef6f-0dca-7c16-253ee7b57d37,ENG-01,18,0.076,1544,4105
5a06586f-ef6f-0dca-7c16-253ee7b57d37,TRN-02,9,0.067,444,2787
5a06586f-ef6f-0dca-7c16-253ee7b57d37,HYD-03,10,0.026,0,1086
5a06586f-ef6f-0dca-7c16-253ee7b57d37,ELEC-04,8,0.045,1771,822
5a06586f-ef6f-0dca-7c16-253ee7b57d37,CHS-05,17,0.016,330,1283
c5abc9ab-82f3-6aec-7780-122b9c718b13,ENG-01,21,0.079,1246,4330
c5abc9ab-82f3-6aec-7780-122b9c718b13,TRN-02,11,0.067,2689,2779
c5abc9ab-82f3-6aec-7780-122b9c718b13,HYD-03,20,0.024,1334,1124
c5abc9ab-82f3-6aec-7780-122b9c718b13,ELEC-04,14,0.075,0,811
c5abc9ab-82f3-6aec-7780-122b9c718b13,CHS-05,18,0.044,956,1459
12b1b014-732d-e63b-1bf2-6946f3dd2117,ENG-01,9,0.077,192,4551
12b1b014-732d-e63b-1bf2-6946f3dd2117,TRN-02,14,0.064,1373,2883
12b1b014-732d-e63b-1bf2-6946f3dd2117,HYD-03,9,0.03,0,1171
12b1b014-732d-e63b-1bf2-6946f3dd2117,ELEC-04,6,0.075,726,834
12b1b014-732d-e63b-1bf2-6946f3dd2117,CHS-05,13,0.032,0,1504
ea399c29-3a6a-748e-4276-16ae462afa98,ENG-01,9,0.058,3020,4454
